,Age,Tenure,Contract,PaymentMethod,MonthlyCharges,TotalCharges,TechSupport,MonthlyCharges_per_Tenure,TotalCharges_per_Tenure,TotalServices
3441,0.05882352941176472,0.7000000000000001,2,2,0.6772,0.5245232848925728,1,0.02425248124702166,0.10626130550461792,5
3085,0.4117647058823529,0.6142857142857143,1,2,0.49590000000000006,0.12454174688843442,0,0.02131371503966152,0.022446778101831995,3
2202,0.07843137254901966,0.11428571428571427,2,0,0.7841,0.10336679669985831,1,0.16176303395492514,0.10825854240562016,6
1811,0.9215686274509803,0.8142857142857143,0,1,0.6794,0.610552589115095,0,0.020366567381389738,0.10692368089544556,6
2804,0.7450980392156864,0.41428571428571426,0,2,0.8360000000000001,0.3709782220378687,0,0.05171624738957278,0.12525163695177874,3
2257,0.8431372549019608,0.5428571428571429,2,2,0.9577,0.5417384966180981,0,0.04413571810421359,0.14270997423593842,3
855,0.5294117647058824,0.6285714285714286,0,2,0.5599000000000001,0.40616151129418593,1,0.023100320638251754,0.09006518829661764,5
3560,0.47058823529411764,0.9571428571428572,0,0,0.6171,0.664998693274319,0,0.015179983333023075,0.09895201949038043,2
78,0.17647058823529416,0.0857142857142857,1,2,0.7058,0.07554672683199345,1,0.1868488465194811,0.09873357744073169,3
944,0.8039215686274509,0.2571428571428571,2,1,0.49590000000000006,0.22760763703236606,0,0.05404558769814297,0.11901993395153072,3
199,0.7450980392156864,0.39999999999999997,0,3,0.3019,0.17160904685750458,1,0.023456643791379315,0.05558280243317696,1
3113,0.5098039215686275,0.12857142857142856,1,3,0.7535000000000001,0.11198159554802158,0,0.14190404166238768,0.10635189589953936,4
1432,0.33333333333333337,0.8428571428571429,2,3,0.9745999999999999,0.8436077137575437,1,0.02773340266095782,0.1457506524876969,4
801,0.5686274509803921,0.6857142857142857,0,2,0.3627000000000001,0.3288932632896399,0,0.014184290797554917,0.06491446847413135,4
2259,0.9019607843137255,0.7428571428571429,0,0,0.3464,0.3438163103341621,1,0.012261612727020407,0.06253559988011516,4
1999,0.03921568627450983,0.8428571428571429,0,1,0.7396,0.6736806266528882,0,0.021210144827823865,0.11467385434241743,4
1564,0.5098039215686275,0.8571428571428572,2,3,0.3364,0.38920165055038325,1,0.009777743721611859,0.061494744525264024,4
231,0.43137254901960786,0.35714285714285715,1,0,0.14329999999999998,0.1075675001738305,1,0.0166578464260376,0.03627797391213189,4
1392,0.5098039215686275,0.6714285714285715,2,1,0.7636000000000001,0.5517475358030849,0,0.0284269130595095,0.11715667603620207,4
1775,0.23529411764705888,0.05714285714285714,0,2,0.8837999999999999,0.06233800797462314,0,0.30098943479414253,0.11002569400726847,3
2578,0.8823529411764707,0.9857142857142858,1,0,0.033899999999999986,0.19518285767719323,1,0.0007064722582387781,0.022096395965857114,6
2153,0.5686274509803921,0.14285714285714285,0,2,0.9419,0.14818628873122933,1,0.1562570804940804,0.13041213264081472,4
2110,0.4117647058823529,0.07142857142857142,1,0,0.4129,0.041248174779954586,0,0.14338620371019906,0.05943693536630917,4
1517,0.09803921568627455,0.35714285714285715,0,0,0.05920000000000003,0.07816857001052575,1,0.011383620262166761,0.024130911817944863,5
2586,0.13725490196078433,0.9571428571428572,0,0,0.15590000000000004,0.2874784510145706,0,0.0038620605904313926,0.03791481405227821,4
1442,0.6862745098039217,0.17142857142857143,2,2,0.7048999999999999,0.13704795083834245,0,0.10457400925493648,0.10164624424559637,4
3578,0.8627450980392156,0.7142857142857143,0,0,0.49689999999999995,0.42495438448425094,0,0.017821307045329245,0.08268708852436321,3
1143,0.0,0.6428571428571429,0,2,0.8734999999999999,0.5908426102864488,1,0.033803251255658376,0.13179695848748074,5
3335,0.7254901960784313,1.0,0,0,0.09189999999999998,0.24685606596447146,0,0.0019930204974508217,0.029673383494336167,3
191,0.7450980392156864,0.7428571428571429,0,3,0.0786,0.17593203108328762,0,0.003864241938170158,0.027852351997108386,3
104,0.1568627450980392,0.7000000000000001,1,1,0.1638,0.2171298549654377,0,0.007206884679362977,0.039021276221919816,5
3480,0.4901960784313726,0.44285714285714284,1,1,0.22100000000000003,0.16220421844617133,1,0.01673025229813917,0.04654862285256427,4
3426,0.09803921568627455,0.6571428571428571,0,3,0.7514000000000001,0.5328120017359073,0,0.028690262803750678,0.11538031047429628,3
2303,0.2941176470588236,0.8428571428571429,0,2,0.8693000000000002,0.7681233261323559,0,0.024810427980834396,0.1319458311533369,4
1987,0.13725490196078433,0.6428571428571429,0,2,0.6836,0.48448233282902514,1,0.026961715138570055,0.10655139360058834,2
1454,0.43137254901960786,0.9428571428571428,0,2,0.7138,0.7325755922824062,0,0.017882793476267242,0.11162336289980754,4
1993,0.27450980392156865,0.9285714285714286,2,2,0.8376000000000001,0.8205577920412016,1,0.021351174803460504,0.1280705509742783,5
1350,0.7647058823529412,0.9,0,2,0.6751,0.6698263853090468,0,0.017924857090703333,0.1064127242322459,2
2859,0.6666666666666666,0.39999999999999997,1,3,0.8846,0.3737403284317134,1,0.05634561438732207,0.1307478201171117,5
2787,0.1568627450980392,0.3,0,0,0.8662000000000001,0.28058637216986,1,0.07362237928159657,0.12804183288468815,5
2114,0.8039215686274509,0.9285714285714286,1,2,0.9032,0.871726292519535,0,0.023009064199781163,0.13659038974653684,3
2422,0.07843137254901966,0.8714285714285714,0,2,0.9009,0.815654573659767,0,0.024717458889122728,0.13589377560099958,4
2272,0.0,1.0,0,1,0.2536,0.38376255475660137,1,0.005795825360848185,0.05088603831566957,2
2389,0.3921568627450981,0.15714285714285714,2,2,0.26270000000000004,0.06478602067264005,0,0.05539564583688813,0.048132522555219395,3
3656,0.3921568627450981,0.3142857142857143,1,1,0.2429,0.11938197869437726,1,0.02637612552138642,0.04740694002492023,3
2131,0.607843137254902,0.42857142857142855,2,0,0.7490000000000001,0.35210502717749653,1,0.04534429041052151,0.11448230189519179,5
2683,0.43137254901960786,0.42857142857142855,0,2,0.31869999999999993,0.19153481524817,0,0.0225750844821372,0.05850415835965942,2
3149,0.6862745098039217,0.6,2,2,0.6006,0.4114411625782537,0,0.025938055742047512,0.09589859275092562,2
994,0.8823529411764707,0.5857142857142857,0,1,0.36789999999999995,0.28508438570705846,1,0.017491210038026596,0.06555205385253376,5
464,0.7450980392156864,0.12857142857142856,2,0,0.6247,0.09819024487319968,1,0.1220773754560562,0.09236512035690873,2
2843,0.8627450980392156,0.42857142857142855,1,1,0.31029999999999996,0.18893934634944004,1,0.022130600796805042,0.05759932346650338,3
1459,0.7254901960784313,0.5714285714285715,0,2,0.6056999999999999,0.39566454793285594,0,0.02761080242508686,0.09669467883446202,4
3391,0.3921568627450981,0.14285714285714285,0,1,0.5926,0.10221232254305603,1,0.10696877849835874,0.08767216242663006,5
2004,0.37254901960784315,0.014285714285714285,1,2,0.6452,0.019323955278812106,1,0.47217915131635707,0.06891846666418293,3
1236,0.019607843137254943,0.49999999999999994,0,2,0.5179,0.30768474583586086,0,0.027982254256501304,0.08442664732410599,4
2266,0.019607843137254943,0.2714285714285714,0,2,0.30149999999999993,0.11633335171540715,0,0.03556514538345739,0.05381985408962684,4
1490,0.05882352941176472,0.6142857142857143,2,1,0.3935,0.31238775945697755,1,0.017460582393903797,0.06901535388620403,7
212,0.607843137254902,0.6285714285714286,0,0,0.5204,0.38599118139989885,1,0.021646316036129994,0.08517350131524183,5
1036,0.7843137254901961,0.9142857142857143,1,3,0.6234,0.6398472209900905,1,0.01625305769224144,0.0995994428193487,3
3627,0.03921568627450983,0.7714285714285715,0,3,0.9544000000000001,0.25404065954880806,0,0.030033792854879407,0.04210279449793516,2
900,0.3137254901960784,0.3714285714285714,1,3,0.7676000000000001,0.3105379633781137,0,0.053642831052658324,0.11553562404531116,2
3370,1.0,0.9,0,2,0.7794000000000001,0.7474410954437234,1,0.020641906080015808,0.11973364276759267,6
3043,0.5098039215686275,0.2571428571428571,0,3,0.31,0.11494150904038383,0,0.03830663205942898,0.056175493667887204,2
741,0.2941176470588236,0.0,0,3,0.19590000000000002,0.0036660248925248105,1,0.33031124743288,0.02044885064773163,4
3292,0.21568627450980393,0.9857142857142858,0,2,0.14500000000000002,0.28895421185260134,0,0.0033560839250612014,0.03683021489210846,1
3300,0.6274509803921569,0.35714285714285715,0,3,0.4199,0.19240156998894678,0,0.034004468981646115,0.07132974987889983,3
2015,0.1568627450980392,0.014285714285714285,2,0,0.08300000000000002,0.006461698551572507,0,0.15486013176875077,0.02108857379313156,4
1206,0.5490196078431373,0.5714285714285715,2,2,0.27549999999999997,0.23154100121561455,1,0.01429846565441303,0.05310084221191999,4
509,0.9803921568627451,0.8857142857142858,0,3,0.8993000000000002,0.8289220352312425,0,0.024212795203688433,0.13594527811716964,5
597,0.1960784313725491,0.4714285714285714,0,2,0.2001,0.16277486195462187,1,0.014484725484456978,0.043566579130632485,5
1626,0.43137254901960786,0.3714285714285714,1,3,0.7253000000000001,0.2963078405938529,0,0.051084782088093646,0.10986600204240134,3
981,0.5294117647058824,0.32857142857142857,0,2,0.3735,0.162663370680912,1,0.03397185783295154,0.06447152149345582,4
1309,0.7843137254901961,0.3142857142857143,1,3,0.5867,0.2143869298659947,1,0.05063223520665569,0.09156789806207513,5
3297,0.8039215686274509,0.2571428571428571,0,2,0.6453,0.1911260139112338,0,0.06669432342930955,0.09867071962644501,3
518,0.5686274509803921,0.1857142857142857,0,3,0.3414,0.08762614698146369,0,0.056244018116389016,0.05752559927474692,1
1322,0.5098039215686275,0.0,0,0,0.6773,0.007634155171876387,1,0.7378816209926924,0.04258282567846795,5
767,0.21568627450980393,1.0,2,2,0.8512000000000002,0.8924205115171685,0,0.01984997617325551,0.1296988524786963,3
2480,0.11764705882352944,0.42857142857142855,2,3,0.14479999999999998,0.12431876434101466,0,0.013373213901272614,0.035071233283690315,3
2582,0.6274509803921569,0.9857142857142858,0,3,0.6361000000000001,0.6978250809810274,0,0.015068273750232147,0.10107402797268267,3
421,0.5490196078431373,0.7857142857142857,2,2,0.26880000000000004,0.31398100572321874,1,0.009054629723818135,0.05294075640109869,3
123,0.1568627450980392,0.04285714285714286,2,0,0.7868999999999999,0.046254492618798146,0,0.3293460828590158,0.09790973885348495,3
1844,0.5098039215686275,0.8,0,0,0.5014000000000001,0.47795949390154724,1,0.015605120485419979,0.08341596282132568,4
1272,0.9215686274509803,0.8857142857142858,0,3,0.6645000000000001,0.6515921673184312,1,0.018000606553927063,0.10503482256041469,7
3334,0.7647058823529412,0.05714285714285714,0,2,0.17969999999999997,0.02053956981151981,1,0.10228406156088962,0.0323093623434565,3
819,0.6274509803921569,0.5857142857142857,0,3,0.34790000000000004,0.2742121882739952,1,0.01670364204629741,0.0627313833044589,3
100,0.8627450980392156,0.4857142857142857,1,0,0.9411,0.47806499102075656,0,0.04880020985811732,0.13981517127799106,4
3294,0.6274509803921569,0.17142857142857143,1,1,0.22210000000000002,0.06351286225672725,1,0.04618034305674152,0.04304996049892674,5
3660,0.5098039215686275,0.7857142857142857,2,2,0.6759999999999999,0.5852572571228539,0,0.02115112139748599,0.10603414067899279,4
2852,0.4901960784313726,0.49999999999999994,2,3,0.4792,0.29256149403102094,1,0.026211184128073547,0.07986683520664475,4
3460,1.0,0.6428571428571429,0,2,0.9908000000000001,0.6559523153021175,0,0.038029223801916714,0.14725133038301744,2
1103,0.6862745098039217,0.5285714285714286,0,1,0.6603000000000001,0.3912624408676659,1,0.03248004250420791,0.10355199068973435,5
1465,1.0,0.34285714285714286,0,3,0.4147,0.18194296921642017,0,0.03516105520938601,0.06992494612371057,5
2759,0.23529411764705888,0.6,0,0,0.44129999999999997,0.3286534971096187,0,0.01980764439370006,0.07490839893469987,1
2994,0.9411764705882354,0.9285714285714286,0,2,0.7926,0.7826879227377462,0,0.020213903113911264,0.1217650079590289,2
1554,0.5098039215686275,0.8428571428571429,0,2,0.18180000000000002,0.27416903036159135,0,0.005726429000921227,0.0416099217688162,5
3049,0.5098039215686275,0.1857142857142857,2,3,0.7899,0.1654206817511563,1,0.10687282646469973,0.11538331962498023,4
3102,0.9019607843137255,0.21428571428571427,2,3,0.1114,0.058082158279246086,0,0.02614496080361797,0.030332632247115167,3
2889,0.9411764705882354,0.5857142857142857,0,3,0.10239999999999999,0.14888760480779148,0,0.007036244947821652,0.030217315774940953,3
982,0.43137254901960786,0.7142857142857143,2,1,0.3916,0.35999932865469597,0,0.0143924329013383,0.06875189174170745,4
456,0.27450980392156865,0.21428571428571427,1,2,0.12869999999999998,0.06281274501106522,0,0.027868113241992502,0.03343697436445248,6
2851,1.0,0.35714285714285715,1,3,0.49590000000000006,0.25404065954880806,1,0.038770713790851626,0.09679781433409373,5
2775,0.3529411764705882,1.0,0,1,0.20390000000000003,0.34531005363569445,1,0.004626997892011765,0.0449281057115166,4
2654,0.37254901960784315,0.9857142857142858,1,2,0.01999999999999999,0.18147662399627887,0,0.0003749726887623452,0.01994280474398223,5
381,0.7843137254901961,0.5428571428571429,0,2,0.0928,0.13541754081419802,0,0.007522961966710289,0.029388368629556356,3
3492,0.9019607843137255,0.22857142857142856,2,0,0.6688000000000001,0.17484469145689127,1,0.07685677264125308,0.10052346484754754,6
2591,0.05882352941176472,0.8571428571428572,1,2,0.194,0.2855507309271998,0,0.005888682167614964,0.04284448157664828,3
2297,0.8431372549019608,0.7571428571428571,0,2,0.5706,0.4994521342786515,1,0.01885248551318542,0.0928064624572195,3
1010,0.4117647058823529,0.6571428571428571,2,1,0.7109999999999999,0.5127471689608295,1,0.027265092892050737,0.11071696278938398,6
1918,0.5490196078431373,0.17142857142857143,0,2,0.7659,0.14963807295125797,0,0.11195183369174241,0.1116786570972491,3
3739,0.23529411764705888,0.9,0,2,0.016099999999999975,0.16539310864045384,1,0.0007576923356033714,0.019837452954923514,4
662,0.8039215686274509,0.8,2,0,0.2203,0.2870972227883368,1,0.007398594117809468,0.04670501623607263,4
1498,0.09803921568627455,0.8285714285714286,1,2,0.6433,0.5943036350950555,1,0.018927143378946836,0.10197342967710382,4
1424,0.2941176470588236,0.014285714285714285,0,2,0.5059,0.013967578817137529,1,0.3935549260887129,0.049000118137026843,5
3392,0.13725490196078433,0.9857142857142858,1,3,0.8662000000000001,0.8963059224644128,0,0.020555903314011078,0.13226031939890934,4
1849,0.07843137254901966,0.3714285714285714,0,1,0.6609,0.27984309701179405,1,0.04719025836899283,0.10330605355141875,3
3161,0.9019607843137255,0.34285714285714286,1,1,0.027700000000000002,0.06487113766654759,0,0.009957364920221808,0.019692705091255154,4
3601,0.7843137254901961,0.45714285714285713,0,0,0.9295,0.44544600105976656,0,0.05137968162802191,0.13785568315615684,3
3374,1.0,0.5142857142857143,2,2,0.9804000000000002,0.5244034018025622,0,0.04772656700471405,0.14559608409190997,2
3143,0.4509803921568628,0.8857142857142858,2,2,0.8853,0.8187259784258393,1,0.0238423921325783,0.1341679984944694,4
845,0.0,0.39999999999999997,0,0,0.762,0.33174767966279284,0,0.04942577948932554,0.11513233416793481,3
542,0.607843137254902,0.42857142857142855,1,0,0.3613,0.20644347632189092,0,0.02482925174346458,0.06370163029097055,3
1977,0.6666666666666666,0.2857142857142857,2,2,0.45260000000000006,0.16242720099359106,0,0.04535679752720835,0.07434608289780256,3
2507,0.1568627450980392,0.12857142857142856,1,0,0.6934,0.10538562793563717,0,0.1326526236577253,0.09966246274276314,3
1402,0.13725490196078433,0.9714285714285714,0,2,0.18969999999999998,0.32230688632445637,1,0.004554899480165748,0.04279776501303487,5
1196,0.5098039215686275,0.6142857142857143,0,0,0.2729,0.2460456562759997,1,0.012922615625560224,0.05256859934809166,4
1102,0.1960784313725491,0.5857142857142857,1,1,0.4815000000000001,0.34046917446106556,0,0.021964596231048374,0.07992102051374346,4
2513,0.4509803921568628,0.22857142857142856,0,1,0.9155,0.22384210917513242,1,0.10006399489975969,0.13089062474956914,7
2226,0.43137254901960786,0.32857142857142857,0,0,0.44349999999999995,0.18388267761279203,0,0.03871301714316124,0.07394031564557747,2
1972,0.03921568627450983,0.24285714285714283,2,2,0.5590000000000002,0.1621994231225709,0,0.06276994466568016,0.08734385411516819,3
2645,0.5098039215686275,0.3857142857142857,0,1,0.6659999999999999,0.2882768723940414,0,0.04569279773358572,0.10268398123515377,4
2335,0.47058823529411764,0.6428571428571429,1,2,0.16649999999999998,0.20064832775077748,1,0.008332129429531793,0.03918084922439625,2
2419,0.4901960784313726,1.0,0,1,0.11030000000000001,0.26421393856710934,0,0.002425745355128691,0.03236285835561538,2
1048,0.09803921568627455,0.17142857142857143,0,0,0.41530000000000006,0.09376775768270784,0,0.06954748537134647,0.06715851154988457,2
2655,0.09803921568627455,0.6,2,3,0.5173000000000001,0.36760710954677,1,0.022732385526621636,0.08478479622491845,5
1487,0.4117647058823529,0.12857142857142856,1,0,0.4097,0.07153663747113816,0,0.08898162053089109,0.06533382857671863,3
2638,0.37254901960784315,0.3714285714285714,0,0,0.7490000000000001,0.30469006624739553,0,0.052518015195899395,0.11320568165860567,4
2800,0.7450980392156864,0.8714285714285714,2,0,0.022899999999999976,0.16297386788403953,1,0.0011191716194848753,0.0203188256181788,5
237,0.019607843137254943,0.9714285714285714,0,0,0.054400000000000004,0.2102173959954253,0,0.001282048180822011,0.0249341091528811,4
1979,0.47058823529411764,0.9857142857142858,0,3,0.8577000000000001,0.8873051000664153,0,0.020353187749942755,0.13084606566901896,4
1572,0.0,0.028571428571428574,0,3,0.18070000000000003,0.013955590508136467,0,0.1562853016804507,0.03451161484399703,1
1133,0.07843137254901966,0.5714285714285715,1,3,0.9511000000000001,0.564084704596078,0,0.04153594209980141,0.14142976371639343,4
3132,0.4509803921568628,0.21428571428571427,0,2,0.891,0.2099308754102999,1,0.10379638513638018,0.12997996877788418,5
3273,0.3921568627450981,0.9,0,3,0.030399999999999983,0.1758181421477775,0,0.0011302119956912758,0.021626688807745112,2
163,0.5686274509803921,0.8142857142857143,2,2,0.5159,0.49726666554775784,1,0.015674197240837164,0.08550328826418442,5
3724,0.7058823529411765,1.0,0,2,0.9348000000000001,0.9641010086963194,1,0.02181605215705279,0.1408052190030148,3
1627,0.4901960784313726,0.0,0,0,0.37389999999999995,0.007275704732744627,0,0.4810123826502597,0.040583412224029836,3
252,0.4117647058823529,0.3714285714285714,1,0,0.432,0.2017740299659772,0,0.033347766454362715,0.07220146598179035,4
3141,0.3529411764705882,0.9142857142857143,0,0,0.20950000000000002,0.31644460322293705,1,0.005634194929818309,0.0449352317585908,3
2242,0.37254901960784315,0.3857142857142857,0,2,0.831,0.34543952737290595,0,0.05532692687379016,0.12467360926756484,5
1910,0.17647058823529416,0.7000000000000001,0,2,0.895,0.6547714668655128,1,0.031483745236963345,0.13475212774488066,6
930,0.47058823529411764,0.4714285714285714,0,3,0.6194,0.33160741644748043,0,0.034770114247425626,0.09738012833311205,4
3454,0.4901960784313726,0.6,0,3,0.5722,0.3975910691893266,0,0.02484512616079787,0.09238700508915555,1
1503,0.7843137254901961,0.32857142857142857,1,2,0.6496999999999999,0.2435257137239764,0,0.052679117854093245,0.10055511665474152,2
2928,0.9803921568627451,0.6428571428571429,1,0,0.42,0.34008315091123137,1,0.017464985699578592,0.0722769538956042,4
1569,0.1568627450980392,0.0,2,2,0.7196,0.009715325614460778,0,0.7736943064965977,0.05419146031694478,4
1446,0.0,0.4857142857142857,0,3,0.8328,0.4323607617851072,1,0.04370628571827892,0.12565210205892777,3
2712,0.11764705882352944,0.24285714285714283,0,2,0.3113000000000001,0.10993279353974007,0,0.04069503562171507,0.05665544440328895,3
3607,0.7843137254901961,0.2857142857142857,1,2,0.7031000000000001,0.22449187552299,1,0.064636998942915,0.10581815159640873,6
1090,0.3529411764705882,0.34285714285714286,2,2,0.7350000000000001,0.2787449679072968,1,0.05602085365801468,0.1114599701024897,6
2986,1.0,0.12857142857142856,0,2,0.8620000000000001,0.12487861837136424,0,0.1586058528688082,0.11943167087238536,4
